Serbia,SRB,2015,37160332465.00
Serbia,SRB,2014,44210806366.00
Serbia,SRB,2013,45519650911.00
Serbia,SRB,2012,40742313861.00
Serbia,SRB,2011,46466728667.00
Serbia,SRB,2010,39460357731.00
Serbia,SRB,2009,42616653300.00
Serbia,SRB,2008,49259526053.00
Senegal,SEN,2016,14683697631.00
Senegal,SEN,2015,13640668374.00
Senegal,SEN,2014,15304363138.00
Senegal,SEN,2013,14851057085.00
Senegal,SEN,2012,14225310519.00
Senegal,SEN,2011,14390776644.00
Senegal,SEN,2010,12948906289.00
Senegal,SEN,2009,12814961485.00
Senegal,SEN,2008,13439023281.00
Sao Tome and Principe,STP,2016,342781715.50
Sao Tome and Principe,STP,2015,315880811.10
Sao Tome and Principe,STP,2014,348899846.10
Sao Tome and Principe,STP,2013,302925489.70
Sao Tome and Principe,STP,2012,252560557.10
Sao Tome and Principe,STP,2011,233213522.60
Sao Tome and Principe,STP,2010,197454053.10
Sao Tome and Principe,STP,2009,187821029.00
Sao Tome and Principe,STP,2008,188021168.80
San Marino,SMR,2016,1590707965.00
San Marino,SMR,2015,1569258068.00
San Marino,SMR,2014,1845561895.00
San Marino,SMR,2013,1865374403.00
San Marino,SMR,2012,1800077091.00
San Marino,SMR,2011,2054489853.00
San Marino,SMR,2010,2139072848.00
San Marino,SMR,2009,2363156432.00
San Marino,SMR,2008,2752307016.00
Samoa,WSM,2016,786356314.80
Samoa,WSM,2015,803985809.20
Samoa,WSM,2014,803589511.80
Samoa,WSM,2013,804808525.50
Samoa,WSM,2012,801168622.30
Samoa,WSM,2011,739785121.90
Samoa,WSM,2010,643046733.40
Samoa,WSM,2009,560959527.80
Samoa,WSM,2008,644132488.90
Rwanda,RWA,2016,8376048905.00
Rwanda,RWA,2015,8261034258.00
Rwanda,RWA,2014,8016288347.00
Rwanda,RWA,2013,7622526429.00
Rwanda,RWA,2012,7315702176.00
Rwanda,RWA,2011,6491683832.00
Rwanda,RWA,2010,5774003744.00
Rwanda,RWA,2009,5379378135.00
Rwanda,RWA,2008,4860576609.00
Paraguay,PRY,2010,20030528043.00
Paraguay,PRY,2009,15929902138.00
Paraguay,PRY,2008,18504130753.00
Papua New Guinea,PNG,2016,20213214172.00
Papua New Guinea,PNG,2015,21060901604.00
Papua New Guinea,PNG,2014,23003575201.00
Papua New Guinea,PNG,2013,21261305413.00
Papua New Guinea,PNG,2012,21295834133.00
Papua New Guinea,PNG,2011,17984816533.00
Papua New Guinea,PNG,2010,14250726290.00
Papua New Guinea,PNG,2009,11619541940.00
Papua New Guinea,PNG,2008,11670678864.00
Panama,PAN,2015,52132289700.00
Panama,PAN,2014,49165773100.00
Panama,PAN,2013,44856189500.00
Panama,PAN,2012,39954761200.00
Panama,PAN,2011,34373820500.00
Panama,PAN,2010,28917200000.00
Panama,PAN,2009,26593500000.00
Panama,PAN,2008,24522200000.00
Palau,PLW,2016,310248300.00
Palau,PLW,2015,297645400.00
Palau,PLW,2014,246436300.00
Palau,PLW,2013,228012200.00
Palau,PLW,2012,215095100.00
Palau,PLW,2011,200066900.00
Palau,PLW,2010,183335100.00
Palau,PLW,2009,186891100.00
Palau,PLW,2008,196711500.00
Oman,OMN,2016,66293368010.00
Oman,OMN,2015,69831770871.00
Oman,OMN,2014,81034395059.00
Oman,OMN,2013,78938585176.00
Oman,OMN,2012,76689583355.00
Oman,OMN,2011,67937307412.00
Oman,OMN,2010,58641621847.00
Oman,OMN,2009,48388296489.00
Oman,OMN,2008,60905331599.00
Oman,OMN,2007,42085305592.00
Nepal,NPL,2016,21131983246.00
Nepal,NPL,2015,21410840909.00
Nepal,NPL,2014,20002968838.00
Nepal,NPL,2013,19271168018.00
Nepal,NPL,2012,18851513891.00
Nepal,NPL,2011,18913574371.00
Nepal,NPL,2010,16002656434.00
Nepal,NPL,2009,12854985464.00
Nepal,NPL,2008,12545438605.00
Nepal,NPL,2007,10325618017.00
Nauru,NRU,2016,102060129.60
Nauru,NRU,2015,100459782.60
Nauru,NRU,2014,117020381.90
Nauru,NRU,2013,108601538.50
Nauru,NRU,2012,103811958.80
Nauru,NRU,2011,72751801.05
Nauru,NRU,2010,49248810.57
Nauru,NRU,2009,44290951.93
Nauru,NRU,2008,39333572.32
Nauru,NRU,2007,20432742.11
Namibia,NAM,2016,10947880690.00
Namibia,NAM,2015,11571141027.00
Namibia,NAM,2014,12786078004.00
Namibia,NAM,2013,12717790501.00
Namibia,NAM,2012,13016272899.00
Namibia,NAM,2011,12409629836.00
Namibia,NAM,2010,11282192605.00
Namibia,NAM,2009,8876191121.00
Namibia,NAM,2008,8486721917.00
Namibia,NAM,2007,8740865600.00
Myanmar,MMR,2016,63225097051.00
Myanmar,MMR,2015,59687373958.00
Myanmar,MMR,2014,65446402659.00
Myanmar,MMR,2013,60269734045.00
Myanmar,MMR,2012,59937797559.00
Myanmar,MMR,2011,59977326086.00
Myanmar,MMR,2010,49540813342.00
Myanmar,MMR,2009,36906181381.00
Myanmar,MMR,2008,31862554102.00
Myanmar,MMR,2007,20182477481.00
Mozambique,MOZ,2016,11014858592.00
Mozambique,MOZ,2015,14798439527.00
Mozambique,MOZ,2014,16961127046.00
Mozambique,MOZ,2013,16018848991.00
Mozambique,MOZ,2012,14534278446.00
Mozambique,MOZ,2011,13131168012.00
Mozambique,MOZ,2010,10154238250.00
Mozambique,MOZ,2009,10911698208.00
Mozambique,MOZ,2008,11494837053.00
Mozambique,MOZ,2007,9366742309.00
Mongolia,MNG,2014,12226514722.00
Mongolia,MNG,2013,12582122604.00
Mongolia,MNG,2012,12292770631.00
Mongolia,MNG,2011,10409797649.00
Mongolia,MNG,2010,7189481824.00
Mongolia,MNG,2009,4583850368.00
Mongolia,MNG,2008,5623216449.00
Mongolia,MNG,2007,4234999823.00
Monaco,MCO,2011,6074884389.00
Monaco,MCO,2010,5350674803.00
Monaco,MCO,2009,5557245122.00
Monaco,MCO,2008,6919241412.00
Monaco,MCO,2007,5974371696.00
Moldova,MDA,2016,6749515655.00
Moldova,MDA,2015,6512899540.00
Moldova,MDA,2014,7983271111.00
Moldova,MDA,2013,7985349731.00
Moldova,MDA,2012,7284686576.00
Moldova,MDA,2011,7015206498.00
Moldova,MDA,2010,5811604052.00
Moldova,MDA,2009,5439422031.00
Moldova,MDA,2008,6054806101.00
Moldova,MDA,2007,4401154128.00
"Micronesia Fed. Sts.",FSM,2016,329895600.00
"Micronesia Fed. Sts.",FSM,2012,326128700.00
"Micronesia Fed. Sts.",FSM,2010,296525300.00
"Micronesia Fed. Sts.",FSM,2008,262868600.00
"Micronesia Fed. Sts.",FSM,2007,256548100.00
Mauritius,MUS,2016,12168437744.00
Mauritius,MUS,2015,11692287066.00
Mauritius,MUS,2014,12803445934.00
Mauritius,MUS,2013,12129642296.00
Mauritius,MUS,2012,11668685524.00
Mauritius,MUS,2011,11518393367.00
Mauritius,MUS,2010,10003670690.00
Mauritius,MUS,2009,9128843109.00
Mauritius,MUS,2008,9990370016.00
Mauritius,MUS,2007,8150138757.00
Mauritania,MRT,2016,4739298730.00
Mauritania,MRT,2015,4844223107.00
Mauritania,MRT,2014,5391475277.00
Mauritania,MRT,2013,5724227185.00
Mauritania,MRT,2012,5225533500.00
Mauritania,MRT,2011,5179690136.00
Mauritania,MRT,2010,4343665075.00
Mauritania,MRT,2009,3670515288.00
Mauritania,MRT,2008,3978425881.00
Mauritania,MRT,2007,3356757497.00
Marshall Islands,MHL,2016,194497900.00
Marshall Islands,MHL,2015,179697900.00
Marshall Islands,MHL,2014,183121300.00
Marshall Islands,MHL,2013,190800800.00
Marshall Islands,MHL,2012,185210500.00
Marshall Islands,MHL,2011,173260300.00
Marshall Islands,MHL,2010,164969100.00
Marshall Islands,MHL,2009,152617500.00
Marshall Islands,MHL,2008,152788700.00
Marshall Islands,MHL,2007,150776500.00
Malta,MLT,2016,10999047580.00
Malta,MLT,2015,10285547954.00
Malta,MLT,2014,11217780149.00
Malta,MLT,2013,10145944324.00
Malta,MLT,2012,9203729739.00
Malta,MLT,2011,9504797627.00
Malta,MLT,2010,8741059603.00
Malta,MLT,2009,8528202278.00
Malta,MLT,2008,8977149553.00
Malta,MLT,2007,7880509171.00
Mali,MLI,2016,14034980334.00
Mali,MLI,2015,13100058100.00
Mali,MLI,2014,14388360064.00
Mali,MLI,2013,13246412031.00
Mali,MLI,2012,12442747897.00
Mali,MLI,2011,12978107561.00
Mali,MLI,2010,10678749467.00
Mali,MLI,2009,10181021770.00
Mali,MLI,2008,9750822511.00
Mali,MLI,2007,8145694632.00
Maldives,MDV,2016,4224209599.00
Maldives,MDV,2015,4006531188.00
Maldives,MDV,2014,3697351594.00
Maldives,MDV,2013,3295011381.00
Maldives,MDV,2012,2886170570.00
Maldives,MDV,2011,2774351758.00
Maldives,MDV,2010,2588176058.00
Maldives,MDV,2009,2345294879.00
Maldives,MDV,2008,2271646188.00
Maldives,MDV,2007,1868383460.00
Afghanistan,AFG,2016,19469022208.00
Albania,ALB,2016,11863865978.00
Zimbabwe,ZWE,2016,16619960402.00
Zimbabwe,ZWE,2015,16304667807.00
Zimbabwe,ZWE,2014,15891049236.00
Zimbabwe,ZWE,2013,15451768659.00
Zimbabwe,ZWE,2012,14242490252.00
Zimbabwe,ZWE,2011,12098450749.00
Zimbabwe,ZWE,2010,10141859710.00
Zimbabwe,ZWE,2009,8621573608.00
Zimbabwe,ZWE,2008,4415702800.00
Zambia,ZMB,2016,21063989683.00
Zambia,ZMB,2015,21154394546.00
Zambia,ZMB,2014,27150630607.00
Zambia,ZMB,2013,28045460442.00
Zambia,ZMB,2012,25503370699.00
Zambia,ZMB,2011,23460098340.00
Zambia,ZMB,2010,20265556274.00
Zambia,ZMB,2009,15328342304.00
Zambia,ZMB,2008,17910858638.00
Vanuatu,VUT,2016,773502895.90
Vanuatu,VUT,2015,742432131.00
Vanuatu,VUT,2014,814954307.00
Vanuatu,VUT,2013,801787555.90
Vanuatu,VUT,2012,781702874.10
Vanuatu,VUT,2011,792149700.70
Vanuatu,VUT,2010,700804286.20
Vanuatu,VUT,2009,610066628.70
Vanuatu,VUT,2008,607958616.10
Uzbekistan,UZB,2016,67220335570.00
Uzbekistan,UZB,2015,66903804143.00
Uzbekistan,UZB,2014,63067077179.00
Uzbekistan,UZB,2013,57690453461.00
Uzbekistan,UZB,2012,51821573338.00
Uzbekistan,UZB,2011,45915191189.00
Uzbekistan,UZB,2010,39332770929.00
Uzbekistan,UZB,2009,33689223673.00
Uzbekistan,UZB,2008,29549438884.00
Uruguay,URY,2016,52419720714.00
Uruguay,URY,2015,53274304215.00
Uruguay,URY,2014,57236013078.00
Uruguay,URY,2013,57531233351.00
Uruguay,URY,2012,51264390121.00
Uruguay,URY,2011,47962439293.00
Uruguay,URY,2010,40284481662.00
Uruguay,URY,2009,31660911290.00
Uruguay,URY,2008,30366213095.00
Ukraine,UKR,2016,93270479389.00
Ukraine,UKR,2015,91030959455.00
Uganda,UGA,2016,24078931933.00
Uganda,UGA,2015,27059447775.00
Uganda,UGA,2014,27295207928.00
Uganda,UGA,2013,24599553472.00
Uganda,UGA,2012,23132149257.00
Uganda,UGA,2011,20176751242.00
Uganda,UGA,2010,20186496527.00
Uganda,UGA,2009,18168902154.00
Uganda,UGA,2008,14239026630.00
Tuvalu,TUV,2016,34218878.44
Tuvalu,TUV,2015,32673277.74
Tuvalu,TUV,2014,37259689.92
Tuvalu,TUV,2013,38322359.53
Tuvalu,TUV,2012,39875750.67
Tuvalu,TUV,2011,39312016.50
Tuvalu,TUV,2010,31823518.62
Tuvalu,TUV,2009,27101076.28
Tuvalu,TUV,2008,30290219.76
Turkmenistan,TKM,2016,36179885714.00
Turkmenistan,TKM,2015,35799628571.00
Turkmenistan,TKM,2014,43524210526.00
Turkmenistan,TKM,2013,39197543860.00
Turkmenistan,TKM,2012,35164210526.00
Turkmenistan,TKM,2011,29233333333.00
Turkmenistan,TKM,2010,22583157895.00
Turkmenistan,TKM,2009,20214385965.00
Turkmenistan,TKM,2008,19271523179.00
Tunisia,TUN,2016,42062549395.00
Tunisia,TUN,2015,43156708809.00
Tunisia,TUN,2014,47587913059.00
Tunisia,TUN,2013,46251061734.00
Tunisia,TUN,2012,45044112939.00
Tunisia,TUN,2011,45810626509.00
Tunisia,TUN,2010,44050929160.00
Tunisia,TUN,2009,43454935940.00
Tunisia,TUN,2008,44856586316.00
Trinidad and Tobago,TTO,2016,21894706041.00
Trinidad and Tobago,TTO,2015,23559224762.00
Trinidad and Tobago,TTO,2014,26175952942.00
Trinidad and Tobago,TTO,2013,26436159315.00
Trinidad and Tobago,TTO,2012,25694164489.00
Trinidad and Tobago,TTO,2011,25433011405.00
Trinidad and Tobago,TTO,2010,22157948396.00
Trinidad and Tobago,TTO,2009,19175196446.00
Trinidad and Tobago,TTO,2008,27870257894.00
Tonga,TON,2016,401562006.20
Tonga,TON,2015,435438217.30
Tonga,TON,2014,443911052.30
Tonga,TON,2013,450686353.70
Tonga,TON,2012,472358251.20
Tonga,TON,2011,423011844.30
Tonga,TON,2010,369485198.80
Tonga,TON,2009,318166562.80
Tonga,TON,2008,349484427.60
Togo,TGO,2016,4399995987.00
Togo,TGO,2015,4087628276.00
Togo,TGO,2014,4482880424.00
Togo,TGO,2013,4080929201.00
Togo,TGO,2012,3866617463.00
Togo,TGO,2011,3756023160.00
Togo,TGO,2010,3172945645.00
Togo,TGO,2009,3163000529.00
Togo,TGO,2008,3163416242.00
Tanzania,TZA,2016,47340071107.00
Tanzania,TZA,2015,45628320606.00
Tanzania,TZA,2014,48197218327.00
Tanzania,TZA,2013,44333456245.00
Tanzania,TZA,2012,39087748240.00
Tanzania,TZA,2011,33878631649.00
Tanzania,TZA,2010,31407908612.00
Tanzania,TZA,2009,28573777052.00
Tanzania,TZA,2008,27368386358.00
Tajikistan,TJK,2016,6951657159.00
Tajikistan,TJK,2015,7853450374.00
Tajikistan,TJK,2014,9236309138.00
Tajikistan,TJK,2013,8506674783.00
Tajikistan,TJK,2012,7633049792.00
Tajikistan,TJK,2011,6522732203.00
Tajikistan,TJK,2010,5642178580.00
Tajikistan,TJK,2009,4979481980.00
Tajikistan,TJK,2008,5161336170.00
Swaziland,SWZ,2016,3720649375.00
Swaziland,SWZ,2015,4020275298.00
Swaziland,SWZ,2014,4377293816.00
Swaziland,SWZ,2013,4560713074.00
Swaziland,SWZ,2012,4823831657.00
Swaziland,SWZ,2011,4820499924.00
Swaziland,SWZ,2010,4438778424.00
Swaziland,SWZ,2009,3580417067.00
Swaziland,SWZ,2008,3294093485.00
Suriname,SUR,2016,3278425328.00
Suriname,SUR,2015,4826587058.00
Suriname,SUR,2014,5240606061.00
Suriname,SUR,2013,5145757576.00
Suriname,SUR,2012,4980000000.00
Suriname,SUR,2011,4422276622.00
Suriname,SUR,2010,4368398048.00
Suriname,SUR,2009,3875409836.00
Suriname,SUR,2008,3532969035.00
Sudan,SDN,2016,95584380032.00
Sudan,SDN,2015,97156119150.00
Sudan,SDN,2014,82151588419.00
Sudan,SDN,2013,72065940086.00
Sudan,SDN,2012,68125631150.00
Sudan,SDN,2011,67327289320.00
Sudan,SDN,2010,65634109237.00
Sudan,SDN,2009,53150209168.00
Sudan,SDN,2008,54526580232.00
St. Vincent and the Grenadines,VCT,2016,768224226.70
St. Vincent and the Grenadines,VCT,2015,755205755.90
St. Vincent and the Grenadines,VCT,2014,727230734.80
St. Vincent and the Grenadines,VCT,2013,721207148.10
St. Vincent and the Grenadines,VCT,2012,692933740.70
St. Vincent and the Grenadines,VCT,2011,676129407.40
St. Vincent and the Grenadines,VCT,2010,681225963.00
St. Vincent and the Grenadines,VCT,2009,674922481.50
St. Vincent and the Grenadines,VCT,2008,695428851.90
St. Lucia,LCA,2016,1667078704.00
St. Lucia,LCA,2015,1649142630.00
St. Lucia,LCA,2014,1551921037.00
St. Lucia,LCA,2013,1489928889.00
St. Lucia,LCA,2012,1436803333.00
St. Lucia,LCA,2011,1437684815.00
St. Lucia,LCA,2010,1381968259.00
St. Lucia,LCA,2009,1262973407.00
St. Lucia,LCA,2008,1282215407.00
St. Kitts and Nevis,KNA,2016,909854619.50
St. Kitts and Nevis,KNA,2015,878281507.80
St. Kitts and Nevis,KNA,2014,847778185.20
St. Kitts and Nevis,KNA,2013,788163888.90
St. Kitts and Nevis,KNA,2012,734462666.70
St. Kitts and Nevis,KNA,2011,753225963.00
St. Kitts and Nevis,KNA,2010,705015370.40
St. Kitts and Nevis,KNA,2009,723209111.10
St. Kitts and Nevis,KNA,2008,738942555.60
Sri Lanka,LKA,2016,81321876307.00
Sri Lanka,LKA,2015,80611989527.00
Sri Lanka,LKA,2014,79356456990.00
Sri Lanka,LKA,2013,74317806755.00
Sri Lanka,LKA,2012,68434399083.00
Sri Lanka,LKA,2011,65292741297.00
Sri Lanka,LKA,2010,56725745039.00
Sri Lanka,LKA,2009,42066217872.00
Sri Lanka,LKA,2008,40713812310.00
South Sudan,SSD,2015,9015221096.00
South Sudan,SSD,2014,13282084034.00
South Sudan,SSD,2013,13257635695.00
South Sudan,SSD,2012,10368813559.00
South Sudan,SSD,2011,17826697892.00
South Sudan,SSD,2010,15727363443.00
South Sudan,SSD,2009,12231362023.00
South Sudan,SSD,2008,15550136279.00
Solomon Islands,SLB,2015,1129164719.00
Solomon Islands,SLB,2014,1156563123.00
Solomon Islands,SLB,2013,1059695156.00
Solomon Islands,SLB,2012,1025125082.00
Solomon Islands,SLB,2011,886498370.70
Solomon Islands,SLB,2010,671585343.20
Solomon Islands,SLB,2009,597765363.10
Solomon Islands,SLB,2008,608293860.30
Slovenia,SVN,2016,44708598649.00
Slovenia,SVN,2015,43072415017.00
Slovenia,SVN,2014,49904928335.00
Slovenia,SVN,2013,48116256926.00
Slovenia,SVN,2012,46352802766.00
Slovenia,SVN,2011,51290792018.00
Slovenia,SVN,2010,48013606745.00
Slovenia,SVN,2009,50244793832.00
Slovenia,SVN,2008,55589849128.00
Slovak Republic,SVK,2016,89768598023.00
Slovak Republic,SVK,2015,87501423882.00
Slovak Republic,SVK,2013,98478349315.00
Slovak Republic,SVK,2012,93413992956.00
Slovak Republic,SVK,2011,98181259740.00
Slovak Republic,SVK,2010,89501012916.00
Slovak Republic,SVK,2009,88945625174.00
Sierra Leone,SLE,2016,3736588554.00
Sierra Leone,SLE,2015,4251869870.00
Sierra Leone,SLE,2014,5015180977.00
Sierra Leone,SLE,2013,4920343195.00
Sierra Leone,SLE,2012,3801862611.00
Sierra Leone,SLE,2011,2942546781.00
Sierra Leone,SLE,2010,2616610911.00
Sierra Leone,SLE,2009,2489985963.00
Sierra Leone,SLE,2008,2505458705.00
Seychelles,SYC,2016,1427323889.00
Seychelles,SYC,2015,1437722206.00
Seychelles,SYC,2014,1422530792.00
Seychelles,SYC,2013,1411061261.00
Seychelles,SYC,2012,1134267367.00
Seychelles,SYC,2011,1065826670.00
Seychelles,SYC,2010,969936525.30
Seychelles,SYC,2009,847397850.10
Seychelles,SYC,2008,967199594.00
Serbia,SRB,2016,38299854688.00
Serbia,SRB,2015,37160332465.00
Serbia,SRB,2014,44210806366.00
Serbia,SRB,2013,45519650911.00
Serbia,SRB,2012,40742313861.00
Serbia,SRB,2011,46466728667.00
Serbia,SRB,2010,39460357731.00
Serbia,SRB,2009,42616653300.00
Serbia,SRB,2008,49259526053.00
Senegal,SEN,2016,14683697631.00
Senegal,SEN,2015,13640668374.00
Senegal,SEN,2014,15304363138.00
Senegal,SEN,2013,14851057085.00
Senegal,SEN,2012,14225310519.00
Senegal,SEN,2011,14390776644.00
Senegal,SEN,2010,12948906289.00
Senegal,SEN,2009,12814961485.00
Senegal,SEN,2008,13439023281.00
Sao Tome and Principe,STP,2016,342781715.50
Sao Tome and Principe,STP,2015,315880811.10
Sao Tome and Principe,STP,2014,348899846.10
Sao Tome and Principe,STP,2013,302925489.70
Sao Tome and Principe,STP,2012,252560557.10
Sao Tome and Principe,STP,2011,233213522.60
Sao Tome and Principe,STP,2010,197454053.10
Sao Tome and Principe,STP,2009,187821029.00
Sao Tome and Principe,STP,2008,188021168.80
San Marino,SMR,2016,1590707965.00
San Marino,SMR,2015,1569258068.00
San Marino,SMR,2014,1845561895.00
San Marino,SMR,2013,1865374403.00
San Marino,SMR,2012,1800077091.00
San Marino,SMR,2011,2054489853.00
San Marino,SMR,2010,2139072848.00
San Marino,SMR,2009,2363156432.00
San Marino,SMR,2008,2752307016.00
Samoa,WSM,2016,786356314.80
Samoa,WSM,2015,803985809.20
Samoa,WSM,2014,803589511.80
Samoa,WSM,2013,804808525.50
Samoa,WSM,2012,801168622.30
Samoa,WSM,2011,739785121.90
Samoa,WSM,2010,643046733.40
Samoa,WSM,2009,560959527.80
Samoa,WSM,2008,644132488.90
Rwanda,RWA,2016,8376048905.00
Rwanda,RWA,2015,8261034258.00
Rwanda,RWA,2014,8016288347.00
Rwanda,RWA,2013,7622526429.00
Rwanda,RWA,2012,7315702176.00
Rwanda,RWA,2011,6491683832.00
Rwanda,RWA,2010,5774003744.00
Rwanda,RWA,2009,5379378135.00
Rwanda,RWA,2008,4860576609.00
Paraguay,PRY,2010,20030528043.00
Paraguay,PRY,2009,15929902138.00
Paraguay,PRY,2008,18504130753.00
Papua New Guinea,PNG,2016,20213214172.00
Papua New Guinea,PNG,2015,21060901604.00
Papua New Guinea,PNG,2014,23003575201.00
Papua New Guinea,PNG,2013,21261305413.00
Papua New Guinea,PNG,2012,21295834133.00
Papua New Guinea,PNG,2011,17984816533.00
Papua New Guinea,PNG,2010,14250726290.00
Papua New Guinea,PNG,2009,11619541940.00
Papua New Guinea,PNG,2008,11670678864.00
Panama,PAN,2015,52132289700.00
Panama,PAN,2014,49165773100.00
Panama,PAN,2013,44856189500.00
Panama,PAN,2012,39954761200.00
Panama,PAN,2011,34373820500.00
Panama,PAN,2010,28917200000.00
Panama,PAN,2009,26593500000.00
Panama,PAN,2008,24522200000.00
Palau,PLW,2016,310248300.00
Palau,PLW,2015,297645400.00
Palau,PLW,2014,246436300.00
Palau,PLW,2013,228012200.00
Palau,PLW,2012,215095100.00
Palau,PLW,2011,200066900.00
Palau,PLW,2010,183335100.00
Palau,PLW,2009,186891100.00
Palau,PLW,2008,196711500.00
Oman,OMN,2016,66293368010.00
Oman,OMN,2015,69831770871.00
Oman,OMN,2014,81034395059.00
Oman,OMN,2013,78938585176.00
Oman,OMN,2012,76689583355.00
Oman,OMN,2011,67937307412.00
Oman,OMN,2010,58641621847.00
Oman,OMN,2009,48388296489.00
Oman,OMN,2008,60905331599.00
Oman,OMN,2007,42085305592.00
Nepal,NPL,2016,21131983246.00
Nepal,NPL,2015,21410840909.00
Nepal,NPL,2014,20002968838.00
Nepal,NPL,2013,19271168018.00
Nepal,NPL,2012,18851513891.00
Nepal,NPL,2011,18913574371.00
Nepal,NPL,2010,16002656434.00
Nepal,NPL,2009,12854985464.00
Nepal,NPL,2008,12545438605.00
Nepal,NPL,2007,10325618017.00
Nauru,NRU,2016,102060129.60
Nauru,NRU,2015,100459782.60
Nauru,NRU,2014,117020381.90
Nauru,NRU,2013,108601538.50
Nauru,NRU,2012,103811958.80
Nauru,NRU,2011,72751801.05
Nauru,NRU,2010,49248810.57
Nauru,NRU,2009,44290951.93
Nauru,NRU,2008,39333572.32
Nauru,NRU,2007,20432742.11
Namibia,NAM,2016,10947880690.00
Namibia,NAM,2015,11571141027.00
Namibia,NAM,2014,12786078004.00
Namibia,NAM,2013,12717790501.00
Namibia,NAM,2012,13016272899.00
Namibia,NAM,2011,12409629836.00
Namibia,NAM,2010,11282192605.00
Namibia,NAM,2009,8876191121.00
Namibia,NAM,2008,8486721917.00
Namibia,NAM,2007,8740865600.00
Myanmar,MMR,2016,63225097051.00
Myanmar,MMR,2015,59687373958.00
Myanmar,MMR,2014,65446402659.00
Myanmar,MMR,2013,60269734045.00
Myanmar,MMR,2012,59937797559.00
Myanmar,MMR,2011,59977326086.00
Myanmar,MMR,2010,49540813342.00
Myanmar,MMR,2009,36906181381.00
Myanmar,MMR,2008,31862554102.00
Myanmar,MMR,2007,20182477481.00
Mozambique,MOZ,2016,11014858592.00
Mozambique,MOZ,2015,14798439527.00
Mozambique,MOZ,2014,16961127046.00
Mozambique,MOZ,2013,16018848991.00
Mozambique,MOZ,2012,14534278446.00
Mozambique,MOZ,2011,13131168012.00
Mozambique,MOZ,2010,10154238250.00
Mozambique,MOZ,2009,10911698208.00
Mozambique,MOZ,2008,11494837053.00
Mozambique,MOZ,2007,9366742309.00
Mongolia,MNG,2014,12226514722.00
Mongolia,MNG,2013,12582122604.00
Mongolia,MNG,2012,12292770631.00
Mongolia,MNG,2011,10409797649.00
Mongolia,MNG,2010,7189481824.00
Mongolia,MNG,2009,4583850368.00
Mongolia,MNG,2008,5623216449.00
Mongolia,MNG,2007,4234999823.00
Monaco,MCO,2011,6074884389.00
Monaco,MCO,2010,5350674803.00
Monaco,MCO,2009,5557245122.00
Monaco,MCO,2008,6919241412.00
Monaco,MCO,2007,5974371696.00
Moldova,MDA,2016,6749515655.00
Moldova,MDA,2015,6512899540.00
Moldova,MDA,2014,7983271111.00
Moldova,MDA,2013,7985349731.00
Moldova,MDA,2012,7284686576.00
Moldova,MDA,2011,7015206498.00
Moldova,MDA,2010,5811604052.00
Moldova,MDA,2009,5439422031.00
Moldova,MDA,2008,6054806101.00
Moldova,MDA,2007,4401154128.00
"Micronesia Fed. Sts.",FSM,2016,329895600.00
"Micronesia Fed. Sts.",FSM,2012,326128700.00
"Micronesia Fed. Sts.",FSM,2010,296525300.00
"Micronesia Fed. Sts.",FSM,2008,262868600.00
"Micronesia Fed. Sts.",FSM,2007,256548100.00
Mauritius,MUS,2016,12168437744.00
Mauritius,MUS,2015,11692287066.00
Mauritius,MUS,2014,12803445934.00
Mauritius,MUS,2013,12129642296.00
Mauritius,MUS,2012,11668685524.00
Mauritius,MUS,2011,11518393367.00
Mauritius,MUS,2010,10003670690.00
Mauritius,MUS,2009,9128843109.00
Mauritius,MUS,2008,9990370016.00
Mauritius,MUS,2007,8150138757.00
Mauritania,MRT,2016,4739298730.00
Mauritania,MRT,2015,4844223107.00
Mauritania,MRT,2014,5391475277.00
Mauritania,MRT,2013,5724227185.00
Mauritania,MRT,2012,5225533500.00
Mauritania,MRT,2011,5179690136.00
Mauritania,MRT,2010,4343665075.00
Mauritania,MRT,2009,3670515288.00
Mauritania,MRT,2008,3978425881.00
Mauritania,MRT,2007,3356757497.00
Marshall Islands,MHL,2016,194497900.00
Marshall Islands,MHL,2015,179697900.00
Marshall Islands,MHL,2014,183121300.00
Marshall Islands,MHL,2013,190800800.00
Marshall Islands,MHL,2012,185210500.00
Marshall Islands,MHL,2011,173260300.00
Marshall Islands,MHL,2010,164969100.00
Marshall Islands,MHL,2009,152617500.00
Marshall Islands,MHL,2008,152788700.00
Marshall Islands,MHL,2007,150776500.00
Malta,MLT,2016,10999047580.00
Malta,MLT,2015,10285547954.00
Malta,MLT,2014,11217780149.00
Malta,MLT,2013,10145944324.00
Malta,MLT,2012,9203729739.00
Malta,MLT,2011,9504797627.00
Malta,MLT,2010,8741059603.00
Malta,MLT,2009,8528202278.00
Malta,MLT,2008,8977149553.00
Malta,MLT,2007,7880509171.00
Mali,MLI,2016,14034980334.00
Mali,MLI,2015,13100058100.00
Mali,MLI,2014,14388360064.00
Mali,MLI,2013,13246412031.00
Mali,MLI,2012,12442747897.00
Mali,MLI,2011,12978107561.00
Mali,MLI,2010,10678749467.00
Mali,MLI,2009,10181021770.00
Mali,MLI,2008,9750822511.00
Mali,MLI,2007,8145694632.00
Maldives,MDV,2016,4224209599.00
Maldives,MDV,2015,4006531188.00
Maldives,MDV,2014,3697351594.00
Maldives,MDV,2013,3295011381.00
